Ensembl id,Gene name,Uniprot,Cell line,Nucleus,Nucleoplasm,Nuclear bodies,Nuclear speckles,Nuclear membrane,Nucleoli,Nucleoli (Fibrillar center),Cytosol,Cytoplasmic bodies,Rods and Rings,Lipid droplets,Aggresome,Mitochondria,Microtubules,Microtubule ends,Microtubule organizing center,Centrosome,Mitotic spindle,Cytokinetic bridge,Midbody,Midbody ring,Intermediate filaments,Actin filaments,Focal Adhesions,Endoplasmic reticulum,Golgi apparatus,Vesicles,Plasma membrane,Cell Junctions,U-2 OS location
"ENSG00000105202, ENSG00000188573","FBL, FBLL1",P22087 A6NHQ2,U-2 OS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Nucleoli (Fibrillar center)"
ENSG00000162458,FBLIM1,Q8WUP2,U-2 OS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Nucleoli (Fibrillar center), Focal Adhesions"
ENSG00000140092,FBLN5,Q9UBX5,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Cytosol, Plasma membrane"
ENSG00000144152,FBLN7,Q53RD9,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Plasma membrane
ENSG00000138829,FBN2,P35556,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000165140,FBP1,P09467,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000156860,FBRS,Q9HAH7,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000112787,FBRSL1,Q9HCM7,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000127452,FBXL12,Q9NXK8,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000145743,FBXL17,Q9UF56,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleus
ENSG00000155034,FBXL18,Q96ME1,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000099364,FBXL19,Q6PCT2,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Intermediate filaments
ENSG00000153558,FBXL2,Q9UKC9,U-2 OS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Nucleoli"
ENSG00000108306,FBXL20,Q96IG2,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Microtubules
ENSG00000197361,FBXL22,Q6P050,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000005812,FBXL3,Q9UKT7,U-2 OS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear bodies
ENSG00000112234,FBXL4,Q9UKA2,U-2 OS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear speckles
ENSG00000182325,FBXL6,Q8N531,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleus
ENSG00000147912,FBXO10,Q9UK96,U-2 OS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Cytosol"
ENSG00000138081,FBXO11,Q86XK2,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleus
ENSG00000214050,FBXO16,Q8IX29,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Nucleoplasm, Cytosol, Vesicles, Plasma membrane"
ENSG00000116661,FBXO2,Q9UK22,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000135108,FBXO21,O94952,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000161243,FBXO27,Q8NI29,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000143756,FBXO28,Q9NVF7,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Nucleoplasm, Focal Adhesions"
ENSG00000110429,FBXO3,Q9UK99,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000118496,FBXO30,Q8TB52,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Microtubules
ENSG00000156804,FBXO32,Q969P5,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000165355,FBXO33,Q7Z6M2,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000178974,FBXO34,Q9NWN3,U-2 OS,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cytosol, Nuclear speckles"
ENSG00000153832,FBXO36,Q8NEA4,U-2 OS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Cytosol"
ENSG00000145868,FBXO38,Q6PIJ6,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Nucleoplasm, Cytokinetic bridge, Plasma membrane"
ENSG00000151876,FBXO4,Q9UKT5,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleus
ENSG00000132879,FBXO44,Q9H4M3,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000174013,FBXO45,P0C2W1,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000177051,FBXO46,Q6PJ61,U-2 OS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Nucleus, Cytosol, Vesicles"
ENSG00000204923,FBXO48,Q5FWF7,U-2 OS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear bodies
ENSG00000112029,FBXO5,Q9UKT4,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000164117,FBXO8,Q9NRD0,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000072803,FBXW11,Q9UKB1,U-2 OS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoli
ENSG00000119402,FBXW2,Q9UKT8,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleus
ENSG00000159069,FBXW5,Q969U6,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000109670,FBXW7,Q969H0,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000132004,FBXW9,Q5XUX1,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000186431,FCAR,P24071,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Plasma membrane
ENSG00000119616,FCF1,Q9Y324,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000275395,FCGBP,,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Plasma membrane
ENSG00000130475,FCHO1,O14526,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000157107,FCHO2,Q0JRZ9,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Centrosome
ENSG00000197948,FCHSD1,Q86WN1,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000137478,FCHSD2,O94868,U-2 OS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Actin filaments, Plasma membrane, Nuclear speckles"
ENSG00000162894,FCMR,O60667,U-2 OS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Nucleus, Cytosol, Focal Adhesions"
ENSG00000162746,FCRLB,Q6BAA4,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000079459,FDFT1,P37268,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Endoplasmic reticulum
ENSG00000160752,FDPS,P14324,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000137714,FDX1,P10109,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000255561,FDXACB1,Q9BRP7,U-2 OS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Cytosol"
ENSG00000161513,FDXR,P22570,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000141965,FEM1A,Q9BSK4,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Nucleus, Golgi apparatus"
ENSG00000169018,FEM1B,Q9UK73,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000145780,FEM1C,Q96JP0,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000168496,FEN1,P39748,U-2 OS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Nucleoli, Mitochondria"
ENSG00000151422,FER,P16591,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000073712,FERMT2,Q96AC1,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Nucleoplasm, Focal Adhesions"
ENSG00000182511,FES,P07332,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Nucleus, Vesicles"
ENSG00000163497,FEV,Q99581,U-2 OS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear speckles
ENSG00000149557,FEZ1,Q99689,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cytosol, Microtubules"
ENSG00000171055,FEZ2,Q9UHY8,U-2 OS,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoli, Cytosol"
ENSG00000102302,FGD1,P98174,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Cytosol, Plasma membrane"
ENSG00000127084,FGD3,Q5JSP0,U-2 OS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Cytosol"
ENSG00000139132,FGD4,Q96M96,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Actin filaments
ENSG00000180263,FGD6,Q6ZV73,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vesicles
ENSG00000113578,FGF1,P05230,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000161958,FGF11,Q92914,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Centrosome
ENSG00000114279,FGF12,P61328,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000129682,FGF13,Q92913,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000102466,FGF14,Q92915,U-2 OS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoli (Fibrillar center)
ENSG00000138685,FGF2,P09038,U-2 OS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Nuclear bodies"
ENSG00000138675,FGF5,P12034,U-2 OS,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Nucleoli (Fibrillar center), Cytosol"
ENSG00000140285,FGF7,P21781,U-2 OS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Nucleoli"
ENSG00000077782,FGFR1,P11362,U-2 OS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoli
ENSG00000213066,FGFR1OP,O95684,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Centrosome
ENSG00000111790,FGFR1OP2,Q9NVK5,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000066468,FGFR2,P21802,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vesicles
ENSG00000068078,FGFR3,P22607,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Endoplasmic reticulum
ENSG00000127418,FGFRL1,Q8N441,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Nucleoplasm, Cytosol, Vesicles"
ENSG00000172456,FGGY,Q96C11,U-2 OS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Nuclear bodies"
ENSG00000000938,FGR,P09769,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Plasma membrane
ENSG00000091483,FH,P07954,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000189283,FHIT,P49789,U-2 OS,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Nucleoli (Fibrillar center), Plasma membrane"
ENSG00000022267,FHL1,Q13642,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000115641,FHL2,Q14192,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Actin filaments, Focal Adhesions"
ENSG00000135723,FHOD1,Q9Y613,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000198855,FICD,Q9BVA6,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleus
ENSG00000112367,FIG4,Q92562,U-2 OS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Lipid droplets, Vesicles"
ENSG00000182263,FIGN,Q5HY92,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Nucleoplasm, Cytosol, Plasma membrane"
ENSG00000118407,FILIP1,Q7Z7B0,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Actin filaments, Plasma membrane"
ENSG00000168386,FILIP1L,Q4L180,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Plasma membrane
ENSG00000145216,FIP1L1,Q6UN15,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
"ENSG00000145216, ENSG00000282278","FIP1L1, RP11-231C18.3",Q6UN15,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000214253,FIS1,Q9Y3D6,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000179943,FIZ1,Q96SL8,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleus
ENSG00000179431,FJX1,Q86VR8,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vesicles
ENSG00000141756,FKBP10,Q96AY3,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vesicles
ENSG00000134285,FKBP11,Q9NYL4,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Cytosol, Centrosome"
ENSG00000106080,FKBP14,Q9NWM8,U-2 OS,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Nucleoli, Cytosol"
ENSG00000119321,FKBP15,Q5T1M5,U-2 OS,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoli, Cytosol"
"ENSG00000088832, ENSG00000198225, ENSG00000119782","FKBP1A, FKBP1C, FKBP1B",P62942 P68106,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Microtubules
ENSG00000100442,FKBP3,Q00688,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000004478,FKBP4,Q02790,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol"
ENSG00000096060,FKBP5,Q13451,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000079150,FKBP7,Q9Y680,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Endoplasmic reticulum
ENSG00000105701,FKBP8,Q14318,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Mitochondria, Endoplasmic reticulum"
ENSG00000122642,FKBP9,O95302,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitochondria
ENSG00000204315,FKBPL,Q9UIM3,U-2 OS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleoplasm
ENSG00000181027,FKRP,Q9H9S5,U-2 OS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Cytosol"
ENSG00000154803,FLCN,Q8NFG4,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Cytosol, Plasma membrane"
ENSG00000151702,FLI1,Q01543,U-2 OS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleus, Nuclear bodies"
ENSG00000177731,FLII,Q13045,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol, Microtubule organizing center"
ENSG00000196924,FLNA,P21333,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Cytosol, Actin filaments, Plasma membrane"
ENSG00000136068,FLNB,O75369,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"Cytosol, Actin filaments, Golgi apparatus, Plasma membrane"
ENSG00000128591,FLNC,Q14315,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Cytosol, Plasma membrane"
ENSG00000137312,FLOT1,O75955,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vesicles
ENSG00000125848,FLRT3,Q9NZU0,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Cytosol, Microtubules, Plasma membrane"
ENSG00000102755,FLT1,P17948,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Plasma membrane
ENSG00000122025,FLT3,P36888,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Endoplasmic reticulum
ENSG00000037280,FLT4,P35916,U-2 OS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Plasma membrane, Nuclear speckles"
ENSG00000059122,FLYWCH1,Q4VC44,U-2 OS,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Nuclear bodies, Cytosol"
ENSG00000162076,FLYWCH2,Q96CP2,U-2 OS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nucleus
ENSG00000184922,FMNL1,O95466,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000157827,FMNL2,Q96PY5,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000161791,FMNL3,Q8IVF7,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Cytosol, Golgi apparatus, Vesicles, Plasma membrane"
ENSG00000102081,FMR1,Q06787,U-2 OS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cytosol
ENSG00000109920,FNBP4,Q8N3X1,U-2 OS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear speckles
ENSG00000164694,FNDC1,Q4ZHG4,U-2 OS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nuclear speckles
ENSG00000102531,FNDC3A,Q9Y2H6,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Endoplasmic reticulum
ENSG00000075420,FNDC3B,Q53EP0,U-2 OS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Endoplasmic reticulum
ENSG00000115226,FNDC4,Q9H6D8,U-2 OS,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nucleoplasm, Cytosol, Aggresome"
